user_id,interests,activity_level
user_5789,"['social media', 'programming', 'data science', 'technology', 'fitness']",high
user_5790,"['investing', 'travel']",medium
user_5791,"['data science', 'fitness', 'business']",low
user_5792,"['finance', 'machine learning', 'travel']",medium
user_5793,"['web development', 'investing', 'health']",low
user_5794,"['data science', 'finance', 'marketing', 'machine learning', 'investing']",high
user_5795,"['machine learning', 'javascript', 'design']",medium
user_5796,"['health', 'art', 'marketing', 'social media', 'food']",low
user_5797,['food'],low
user_5798,"['design', 'investing', 'marketing']",low
user_5799,['python'],high
user_5800,"['finance', 'javascript', 'health']",high
user_5801,"['fitness', 'social media', 'machine learning', 'programming', 'web development']",low
user_5802,"['programming', 'business', 'food', 'technology', 'python']",high
user_5803,"['data science', 'art']",medium
user_5804,"['food', 'photography', 'machine learning', 'fitness']",low
user_5805,"['business', 'travel', 'startups', 'technology', 'marketing']",low
user_5806,"['art', 'marketing']",low
user_5807,"['web development', 'art', 'health', 'travel']",low
user_5808,['fitness'],high
user_5809,"['business', 'food', 'investing', 'art']",medium
user_5810,"['finance', 'python', 'food']",medium
user_5811,"['design', 'food', 'fitness', 'marketing', 'business']",medium
user_5812,['photography'],low
user_5813,['marketing'],medium
user_5814,"['social media', 'python', 'design', 'web development']",high
user_5815,"['programming', 'marketing', 'photography', 'startups', 'fitness']",high
user_5816,"['programming', 'marketing', 'ai', 'social media']",high
user_5817,"['javascript', 'python']",high
user_5818,"['javascript', 'programming', 'web development', 'ai']",low
user_5819,"['javascript', 'ai']",high
user_5820,"['startups', 'social media', 'photography', 'fitness']",high
user_5821,"['web development', 'python']",medium
user_5822,"['technology', 'fitness', 'python', 'programming', 'health']",medium
user_5823,"['data science', 'food', 'travel', 'social media']",high
user_5824,['machine learning'],low
user_5825,"['food', 'technology']",high
user_5826,"['fitness', 'ai', 'machine learning']",medium
user_5827,"['technology', 'finance', 'travel']",medium
user_5828,"['business', 'finance', 'technology']",low
user_5829,"['web development', 'marketing', 'travel', 'finance', 'data science']",high
user_5830,"['social media', 'startups']",high
user_5831,"['data science', 'technology', 'programming']",high
user_5832,"['food', 'investing', 'ai', 'health']",high
user_5833,"['marketing', 'food']",low
user_5834,['business'],medium
user_5835,"['social media', 'investing']",medium
user_5836,"['ai', 'startups']",high
user_5837,"['finance', 'programming', 'social media', 'health']",medium
user_5838,"['data science', 'programming', 'finance', 'art', 'web development']",high
user_5839,"['design', 'technology', 'food']",low
user_5840,"['technology', 'python']",high
user_5841,"['health', 'marketing', 'investing', 'food', 'photography']",low
user_5842,['finance'],low
user_5843,"['social media', 'investing', 'photography', 'machine learning', 'programming']",low
user_5844,"['marketing', 'photography', 'web development', 'machine learning', 'finance']",high
user_5845,"['social media', 'art', 'programming', 'javascript', 'health']",high
user_5846,"['marketing', 'data science', 'travel']",low
user_5847,"['machine learning', 'art', 'investing', 'finance']",low
user_5848,"['investing', 'programming', 'ai', 'marketing', 'food']",high
user_5849,"['python', 'web development', 'food']",low
user_5850,['machine learning'],medium
user_5851,"['javascript', 'design']",low
user_5852,['python'],medium
user_5853,"['finance', 'javascript']",medium
user_5854,"['javascript', 'machine learning', 'health', 'python', 'data science']",high
user_5855,"['ai', 'machine learning', 'photography', 'startups']",low
user_5856,"['data science', 'marketing']",high
user_5857,['travel'],low
user_5858,"['travel', 'fitness', 'photography', 'data science', 'machine learning']",low
user_5859,"['social media', 'web development', 'photography']",high
user_5860,"['health', 'programming', 'art', 'technology', 'marketing']",high
user_5861,"['javascript', 'ai']",high
user_5862,"['design', 'marketing', 'web development']",medium
user_5863,"['fitness', 'ai', 'business', 'investing', 'photography']",low
user_5864,"['art', 'marketing', 'fitness']",high
user_5865,['web development'],medium
user_5866,['health'],high
user_5867,['travel'],high
user_5868,['startups'],low
user_5869,"['fitness', 'python']",high
user_5870,"['machine learning', 'startups', 'business', 'python']",low
user_5871,"['startups', 'machine learning', 'marketing', 'fitness']",low
user_5872,"['food', 'fitness', 'travel', 'social media']",medium
user_5873,['python'],high
user_5874,"['finance', 'food']",low
user_5875,['food'],high
user_5876,"['marketing', 'python', 'javascript', 'social media']",medium
user_5877,"['finance', 'social media', 'health', 'fitness', 'travel']",low
user_5878,"['javascript', 'marketing', 'art', 'health', 'social media']",medium
user_5879,['health'],low
user_5880,"['technology', 'design', 'business']",low
user_5881,"['fitness', 'art']",medium
user_5882,"['business', 'machine learning', 'health']",low
user_5883,"['business', 'data science', 'health', 'startups', 'programming']",low
user_5884,"['marketing', 'food', 'javascript']",medium
user_5885,['javascript'],medium
user_5886,"['startups', 'investing', 'finance']",high
user_5887,"['machine learning', 'art', 'javascript', 'food']",medium
user_5888,['marketing'],medium
user_5889,['marketing'],low
user_5890,['technology'],medium
user_5891,['technology'],medium
user_5892,"['ai', 'investing', 'social media', 'art', 'technology']",high
user_5893,['investing'],medium
user_5894,"['travel', 'design', 'social media', 'photography']",low
user_5895,"['travel', 'design', 'finance']",low
user_5896,"['photography', 'business']",medium
user_5897,"['travel', 'marketing', 'health']",high
user_5898,"['investing', 'machine learning', 'finance', 'programming', 'ai']",high
user_5899,['ai'],high
user_5900,"['ai', 'javascript']",low
user_5901,"['technology', 'design']",medium
user_5902,"['travel', 'javascript', 'machine learning']",high
user_5903,['design'],high
user_5904,"['technology', 'javascript']",high
user_5905,"['data science', 'javascript', 'health', 'travel', 'machine learning']",medium
user_5906,['food'],low
user_5907,"['web development', 'health']",high
user_5908,['business'],medium
user_5909,"['javascript', 'investing', 'startups', 'food']",low
user_5910,"['business', 'food', 'travel', 'finance']",high
user_5911,['art'],low
user_5912,['food'],low
user_5913,['finance'],medium
user_5914,"['art', 'ai', 'travel']",low
user_5915,"['design', 'python', 'food', 'machine learning', 'business']",low
user_5916,"['startups', 'machine learning', 'art']",low
user_5917,"['finance', 'programming', 'social media', 'technology', 'business']",medium
user_5918,"['web development', 'health', 'food', 'technology']",high
user_5919,['data science'],high
user_5920,"['food', 'data science', 'investing', 'photography', 'health']",high
user_5921,"['machine learning', 'social media', 'photography', 'food', 'art']",medium
user_5922,"['programming', 'design', 'travel', 'python', 'finance']",high
user_5923,"['data science', 'technology', 'design', 'startups', 'photography']",low
user_5924,"['business', 'marketing']",high
user_5925,"['health', 'technology', 'photography', 'machine learning']",low
user_5926,"['travel', 'startups', 'marketing', 'food']",medium
user_5927,"['startups', 'investing', 'finance', 'travel']",high
user_5928,"['social media', 'python', 'art', 'investing', 'startups']",high
user_5929,['data science'],high
user_5930,"['python', 'web development', 'machine learning', 'finance', 'marketing']",medium
user_5931,"['python', 'machine learning', 'data science', 'technology', 'design']",medium
user_5932,"['startups', 'design', 'data science', 'food', 'marketing']",low
user_5933,"['food', 'marketing', 'web development']",low
user_5934,"['design', 'data science', 'health', 'photography', 'business']",high
user_5935,['ai'],low
user_5936,"['photography', 'python', 'ai', 'data science']",high
user_5937,"['machine learning', 'programming', 'ai', 'javascript']",medium
user_5938,"['startups', 'javascript']",low
user_5939,"['travel', 'design']",medium
user_5940,['startups'],medium
user_5941,"['marketing', 'startups']",low
user_5942,"['startups', 'food']",high
user_5943,"['social media', 'finance']",medium
user_5944,"['python', 'web development', 'social media', 'machine learning']",high
user_5945,"['business', 'programming', 'travel']",medium
user_5946,"['design', 'machine learning', 'marketing']",high
user_5947,['travel'],high
user_5948,['startups'],high
user_5949,"['business', 'marketing']",high
user_5950,"['marketing', 'design', 'finance', 'business', 'javascript']",low
user_5951,"['travel', 'social media', 'technology', 'finance', 'python']",medium
user_5952,"['investing', 'programming', 'machine learning', 'design']",high
user_5953,"['art', 'machine learning', 'python']",medium
user_5954,"['health', 'design', 'finance', 'marketing', 'photography']",medium
user_5955,"['investing', 'marketing', 'python', 'web development', 'ai']",low
user_5956,"['travel', 'social media', 'javascript']",low
user_5957,"['marketing', 'food', 'social media']",high
user_5958,"['programming', 'health', 'business', 'marketing', 'fitness']",low
user_5959,"['marketing', 'art', 'python']",high
user_5960,['programming'],medium
user_5961,['fitness'],high
user_5962,"['web development', 'photography', 'investing', 'technology', 'programming']",high
user_5963,"['investing', 'machine learning', 'finance']",high
user_5964,"['design', 'ai', 'data science', 'technology']",low
user_5965,['machine learning'],low
user_5966,"['machine learning', 'health', 'ai', 'startups', 'investing']",low
user_5967,"['travel', 'machine learning', 'investing']",medium
user_5968,"['fitness', 'programming']",low
user_5969,['travel'],low
user_5970,"['art', 'data science', 'business', 'marketing']",high
user_5971,"['fitness', 'design', 'ai']",low
user_5972,"['art', 'javascript', 'marketing']",medium
user_5973,"['travel', 'social media', 'web development', 'art', 'javascript']",low
user_5974,"['python', 'web development']",high
user_5975,"['business', 'marketing', 'investing']",low
user_5976,"['food', 'python', 'design', 'finance', 'travel']",high
user_5977,"['travel', 'web development', 'javascript', 'art', 'marketing']",medium
user_5978,"['technology', 'design']",medium
user_5979,"['data science', 'programming', 'social media', 'startups']",medium
user_5980,"['marketing', 'design', 'art', 'data science']",medium
user_5981,"['startups', 'marketing', 'design']",high
user_5982,"['javascript', 'web development', 'finance', 'fitness', 'social media']",medium
user_5983,"['web development', 'javascript']",high
user_5984,"['technology', 'art']",high
user_5985,"['health', 'art', 'design']",medium
user_5986,"['fitness', 'marketing']",high
user_5987,['fitness'],medium
user_5988,['photography'],high
user_5989,"['startups', 'ai']",low
user_5990,"['investing', 'ai', 'health', 'finance', 'fitness']",medium
user_5991,"['technology', 'photography', 'ai']",low
user_5992,"['startups', 'photography', 'technology']",high
user_5993,"['travel', 'business', 'design']",low
user_5994,"['programming', 'food']",medium
user_5995,"['javascript', 'data science', 'technology', 'social media']",medium
user_5996,"['fitness', 'programming', 'ai', 'business']",high
user_5997,"['startups', 'finance', 'travel']",medium
user_5998,"['art', 'investing', 'business', 'social media', 'design']",high
user_5999,"['web development', 'ai', 'javascript', 'travel', 'python']",high
user_6000,"['business', 'art']",low
user_6001,"['programming', 'photography', 'data science']",medium
user_6002,['investing'],high
user_6003,['health'],high
user_6004,"['investing', 'marketing']",low
user_6005,"['javascript', 'travel', 'investing', 'machine learning']",medium
user_6006,['python'],high
user_6007,['ai'],medium
user_6008,['finance'],high
user_6009,"['fitness', 'programming']",medium
user_6010,['web development'],low
user_6011,"['javascript', 'marketing', 'data science', 'startups']",medium
user_6012,['social media'],medium
user_6013,"['web development', 'javascript', 'social media', 'business']",low
user_6014,"['health', 'investing', 'fitness', 'finance']",medium
user_6015,"['javascript', 'business', 'web development', 'finance', 'technology']",medium
user_6016,"['fitness', 'technology', 'business']",medium
user_6017,"['social media', 'investing', 'business', 'photography']",medium
user_6018,"['design', 'technology', 'art', 'machine learning']",low
user_6019,"['health', 'social media', 'investing']",medium
user_6020,"['design', 'travel', 'social media', 'fitness', 'startups']",high
user_6021,['web development'],low
user_6022,"['photography', 'social media', 'finance', 'technology']",medium
user_6023,"['business', 'fitness', 'python', 'programming']",low
user_6024,"['web development', 'design', 'art']",high
user_6025,"['python', 'food']",high
user_6026,"['technology', 'fitness']",low
user_6027,"['investing', 'startups', 'python', 'programming']",medium
user_6028,"['social media', 'finance']",high
user_6029,"['data science', 'web development']",high
user_6030,"['health', 'investing']",high
user_6031,"['javascript', 'programming', 'travel', 'data science']",medium
user_6032,"['travel', 'startups']",medium
user_6033,"['marketing', 'javascript']",high
user_6034,"['social media', 'health']",high
user_6035,"['art', 'machine learning', 'social media']",medium
user_6036,"['social media', 'marketing', 'technology', 'business', 'design']",medium
user_6037,"['investing', 'finance']",medium
user_6038,"['travel', 'data science', 'food']",medium
user_6039,"['marketing', 'technology']",medium
user_6040,"['art', 'startups', 'programming', 'food', 'design']",high
user_6041,"['finance', 'data science', 'ai']",high
user_6042,['ai'],low
user_6043,"['startups', 'programming', 'food', 'web development']",low
user_6044,"['photography', 'data science']",low
user_6045,"['technology', 'travel', 'social media']",low
user_6046,"['machine learning', 'programming', 'health']",low
user_6047,"['marketing', 'social media', 'startups', 'finance']",high
user_6048,"['travel', 'technology']",medium
user_6049,"['data science', 'programming']",high
user_6050,"['photography', 'machine learning', 'technology']",medium
user_6051,"['javascript', 'investing']",medium
user_6052,['photography'],high
user_6053,"['python', 'programming']",low
user_6054,"['web development', 'design']",high
user_6055,['design'],medium
user_6056,"['business', 'javascript']",high
user_6057,"['health', 'web development', 'travel', 'food']",medium
user_6058,"['fitness', 'data science', 'startups', 'business', 'python']",high
user_6059,"['design', 'business', 'technology']",medium
user_6060,"['social media', 'technology', 'health']",low
user_6061,"['health', 'art', 'machine learning', 'business']",low
user_6062,"['ai', 'social media']",high
user_6063,"['web development', 'programming']",high
user_6064,"['python', 'javascript', 'investing', 'programming']",high
user_6065,"['investing', 'programming']",medium
user_6066,"['ai', 'finance', 'social media', 'machine learning', 'python']",low
user_6067,"['startups', 'technology', 'finance', 'business']",high
user_6068,['technology'],low
user_6069,"['health', 'data science', 'machine learning', 'marketing', 'finance']",high
user_6070,['marketing'],medium
user_6071,"['startups', 'machine learning', 'technology']",high
user_6072,"['web development', 'fitness', 'design', 'marketing']",high
user_6073,"['ai', 'data science', 'social media', 'finance']",low
user_6074,"['fitness', 'startups']",high
user_6075,"['finance', 'travel', 'ai', 'art']",low
user_6076,"['startups', 'food', 'data science', 'business', 'design']",high
user_6077,"['python', 'food', 'technology', 'investing']",high
user_6078,"['startups', 'programming', 'design', 'photography', 'web development']",medium
user_6079,"['business', 'photography', 'python']",medium
user_6080,"['art', 'startups', 'technology', 'web development']",medium
user_6081,"['machine learning', 'startups', 'technology', 'data science', 'health']",low
user_6082,"['social media', 'javascript', 'photography', 'design', 'ai']",low
user_6083,"['ai', 'photography', 'social media', 'machine learning']",low
user_6084,"['ai', 'finance']",low
user_6085,['finance'],high
user_6086,"['photography', 'travel']",high
user_6087,"['data science', 'ai', 'investing', 'design', 'javascript']",medium
user_6088,"['fitness', 'data science', 'marketing', 'photography', 'machine learning']",medium
user_6089,"['web development', 'data science']",medium
user_6090,"['fitness', 'social media']",high
user_6091,"['design', 'investing', 'social media', 'finance', 'programming']",medium
user_6092,"['technology', 'social media', 'machine learning']",low
user_6093,"['python', 'design']",low
user_6094,"['business', 'photography']",high
user_6095,"['food', 'ai', 'photography']",medium
user_6096,"['machine learning', 'data science', 'programming', 'ai']",low
user_6097,"['food', 'data science', 'investing', 'programming']",high
user_6098,['design'],high
user_6099,"['health', 'social media']",medium
user_6100,"['finance', 'food', 'art']",low
user_6101,"['food', 'fitness', 'ai', 'javascript']",medium
user_6102,"['marketing', 'investing', 'fitness']",low
user_6103,"['web development', 'finance', 'data science', 'design', 'marketing']",low
user_6104,"['marketing', 'design', 'social media', 'python']",medium
user_6105,"['ai', 'finance', 'python', 'food', 'travel']",high
user_6106,"['investing', 'travel', 'business']",medium
user_6107,"['health', 'web development', 'investing', 'photography']",high
user_6108,"['investing', 'technology', 'food', 'programming', 'ai']",low
user_6109,"['technology', 'ai']",low
user_6110,"['machine learning', 'data science', 'web development', 'startups']",high
user_6111,"['travel', 'marketing', 'fitness', 'finance']",low
user_6112,"['fitness', 'investing', 'machine learning']",medium
user_6113,['ai'],medium
user_6114,['fitness'],high
user_6115,"['food', 'travel', 'finance', 'marketing']",medium
user_6116,"['web development', 'machine learning', 'photography', 'technology', 'programming']",low
user_6117,"['health', 'finance', 'photography']",medium
user_6118,['design'],high
user_6119,"['business', 'python', 'social media', 'investing', 'programming']",medium
user_6120,"['food', 'marketing', 'ai', 'health']",high
user_6121,"['fitness', 'web development', 'data science']",medium
user_6122,"['python', 'health', 'food']",low
user_6123,"['social media', 'ai', 'python', 'technology']",medium
user_6124,"['photography', 'javascript', 'design', 'machine learning']",low
user_6125,"['data science', 'design', 'photography', 'machine learning']",medium
user_6126,"['art', 'ai', 'technology']",high
user_6127,"['health', 'art', 'web development']",medium
user_6128,"['social media', 'web development', 'ai']",medium
user_6129,"['food', 'design', 'ai', 'travel', 'programming']",low
user_6130,"['food', 'photography', 'machine learning']",medium
user_6131,"['python', 'ai', 'web development']",high
user_6132,"['programming', 'design', 'investing']",low
user_6133,"['fitness', 'health', 'web development']",high
user_6134,"['art', 'investing', 'food']",low
user_6135,['web development'],high
user_6136,"['web development', 'health']",low
user_6137,"['health', 'travel', 'food', 'art']",low
user_6138,"['social media', 'fitness', 'design', 'finance', 'data science']",medium
user_6139,"['business', 'travel', 'python', 'web development']",high
user_6140,['art'],medium
user_6141,['investing'],medium
user_6142,"['travel', 'javascript', 'web development', 'investing', 'finance']",high
user_6143,"['data science', 'photography', 'social media', 'programming']",low
user_6144,['machine learning'],high
user_6145,"['python', 'art', 'ai', 'startups']",high
user_6146,['technology'],low
user_6147,"['technology', 'travel', 'fitness', 'investing', 'startups']",medium
user_6148,"['machine learning', 'finance', 'travel']",medium
user_6149,"['social media', 'business', 'python', 'javascript']",high
user_6150,"['ai', 'business', 'web development']",low
user_6151,"['machine learning', 'fitness']",high
user_6152,"['technology', 'data science', 'marketing', 'design', 'javascript']",medium
user_6153,"['ai', 'investing', 'startups']",high
user_6154,"['fitness', 'food', 'ai', 'health']",medium
user_6155,"['art', 'social media']",high
user_6156,"['marketing', 'data science', 'startups', 'social media']",high
user_6157,"['food', 'photography', 'investing', 'social media', 'marketing']",low
user_6158,"['data science', 'programming', 'food']",low
user_6159,['art'],low
user_6160,"['investing', 'design', 'web development', 'social media', 'photography']",low
user_6161,"['business', 'web development', 'fitness', 'python']",low
user_6162,"['photography', 'food', 'social media', 'javascript']",high
user_6163,"['machine learning', 'fitness', 'data science']",high
user_6164,"['photography', 'marketing', 'art', 'machine learning']",medium
user_6165,"['health', 'machine learning', 'travel', 'design']",low
user_6166,['travel'],high
user_6167,['art'],high
user_6168,"['design', 'investing']",medium
user_6169,"['photography', 'travel']",medium
user_6170,['data science'],high
user_6171,"['marketing', 'data science', 'programming']",low
user_6172,"['javascript', 'ai']",medium
user_6173,"['ai', 'finance', 'startups', 'fitness', 'photography']",high
user_6174,"['startups', 'food', 'fitness']",medium
user_6175,"['finance', 'javascript', 'health']",medium
user_6176,"['technology', 'investing', 'python']",low
user_6177,"['finance', 'art']",low
user_6178,"['finance', 'data science', 'technology', 'fitness']",low
user_6179,"['programming', 'technology']",high
user_6180,"['fitness', 'photography', 'marketing', 'art', 'investing']",high
user_6181,"['ai', 'machine learning', 'python']",low
user_6182,['food'],medium
user_6183,"['food', 'web development']",high
user_6184,"['photography', 'social media', 'design', 'startups']",high
user_6185,"['investing', 'health', 'social media', 'marketing']",high
user_6186,['travel'],high
user_6187,['machine learning'],low
user_6188,"['python', 'machine learning', 'data science']",high
user_6189,"['finance', 'web development', 'fitness']",high
user_6190,"['investing', 'web development', 'startups', 'machine learning', 'fitness']",low
user_6191,['fitness'],medium
user_6192,"['startups', 'social media', 'data science']",medium
user_6193,"['web development', 'data science']",high
user_6194,"['ai', 'javascript']",high
user_6195,"['data science', 'social media', 'business', 'finance']",medium
user_6196,"['finance', 'health']",high
user_6197,['investing'],high
user_6198,"['startups', 'health']",high
user_6199,"['python', 'machine learning', 'javascript']",high
user_6200,"['ai', 'technology', 'finance', 'startups']",medium
user_6201,"['javascript', 'finance']",low
user_6202,"['health', 'investing', 'javascript']",medium
user_6203,"['ai', 'art']",high
user_6204,"['programming', 'web development', 'art', 'data science', 'food']",low
user_6205,['investing'],medium
user_6206,"['art', 'startups', 'photography', 'food']",high
user_6207,"['machine learning', 'food', 'ai']",high
user_6208,"['marketing', 'finance', 'design']",high
user_6209,['art'],low
user_6210,"['ai', 'social media', 'technology', 'investing', 'art']",medium
user_6211,"['travel', 'food']",high
user_6212,"['photography', 'art', 'programming', 'data science']",high
user_6213,['investing'],low
user_6214,['marketing'],high
user_6215,"['health', 'social media']",high
user_6216,['social media'],medium
user_6217,"['investing', 'programming', 'social media']",medium
user_6218,"['social media', 'web development', 'business', 'data science', 'finance']",medium
user_6219,"['social media', 'travel', 'investing']",high
user_6220,"['javascript', 'technology', 'design']",low
user_6221,"['design', 'photography', 'health', 'business', 'food']",high
user_6222,['travel'],low
user_6223,"['travel', 'investing']",low
user_6224,['fitness'],low
user_6225,['finance'],high
user_6226,"['ai', 'health', 'machine learning', 'technology', 'investing']",high
user_6227,['food'],high
user_6228,"['startups', 'photography', 'python']",medium
user_6229,"['health', 'ai', 'social media', 'programming']",high
user_6230,"['design', 'machine learning', 'food']",high
user_6231,"['programming', 'finance', 'data science']",low
user_6232,"['marketing', 'data science', 'photography', 'javascript', 'python']",medium
user_6233,"['fitness', 'startups']",low
user_6234,"['social media', 'fitness', 'art', 'python']",medium
user_6235,"['social media', 'javascript', 'web development', 'business']",medium
user_6236,"['food', 'photography', 'design', 'data science']",high
user_6237,['design'],low
user_6238,"['health', 'business', 'machine learning', 'food']",low
user_6239,"['fitness', 'travel']",low
user_6240,['programming'],medium
user_6241,['marketing'],medium
user_6242,"['javascript', 'ai', 'data science', 'marketing']",medium
user_6243,"['data science', 'startups']",low
user_6244,['business'],medium
user_6245,['machine learning'],high
user_6246,"['fitness', 'web development', 'python', 'food', 'ai']",low
user_6247,"['finance', 'programming', 'food']",high
user_6248,"['web development', 'marketing', 'machine learning']",medium
user_6249,"['data science', 'programming']",medium
user_6250,"['marketing', 'art', 'startups']",low
user_6251,['investing'],high
user_6252,"['fitness', 'programming', 'ai', 'design', 'machine learning']",low
user_6253,"['data science', 'investing']",high
user_6254,"['ai', 'food', 'fitness', 'health']",low
user_6255,"['machine learning', 'ai']",low
user_6256,"['data science', 'marketing', 'startups', 'health']",low
user_6257,['social media'],high
user_6258,"['business', 'fitness', 'technology']",medium
user_6259,"['business', 'marketing', 'python', 'machine learning', 'ai']",low
user_6260,"['javascript', 'machine learning', 'food', 'web development']",low
user_6261,"['data science', 'ai']",medium
user_6262,"['javascript', 'social media']",medium
user_6263,['ai'],high
user_6264,"['programming', 'food']",medium
user_6265,"['investing', 'startups', 'ai']",medium
user_6266,"['fitness', 'javascript', 'web development', 'travel']",high
user_6267,"['food', 'ai', 'javascript', 'travel', 'startups']",high
user_6268,"['technology', 'machine learning', 'fitness', 'programming', 'design']",low
user_6269,"['data science', 'art', 'web development', 'social media', 'investing']",low
user_6270,"['python', 'social media']",low
user_6271,['fitness'],high
user_6272,"['startups', 'design', 'fitness', 'data science']",low
user_6273,"['web development', 'marketing', 'startups', 'technology', 'data science']",medium
user_6274,"['javascript', 'marketing', 'machine learning', 'investing', 'fitness']",low
user_6275,"['investing', 'web development', 'business']",high
user_6276,"['marketing', 'photography', 'startups', 'health']",medium
user_6277,"['travel', 'javascript']",low
user_6278,"['investing', 'food', 'javascript', 'finance', 'startups']",medium
user_6279,['data science'],high
user_6280,['machine learning'],low
user_6281,"['marketing', 'fitness', 'startups', 'javascript']",high
user_6282,"['health', 'art']",low
user_6283,"['art', 'startups']",high
user_6284,"['machine learning', 'art', 'javascript']",medium
user_6285,"['finance', 'food', 'photography', 'fitness']",high
user_6286,['data science'],high
user_6287,"['business', 'web development', 'data science']",low
user_6288,"['art', 'travel', 'design', 'startups']",high
user_6289,"['photography', 'travel', 'food', 'technology']",low
user_6290,"['social media', 'food', 'business', 'art']",high
user_6291,"['programming', 'ai', 'javascript']",low
user_6292,"['food', 'design', 'photography', 'javascript', 'machine learning']",medium
user_6293,"['web development', 'programming', 'marketing']",high
user_6294,"['web development', 'investing', 'ai']",high
user_6295,"['food', 'art', 'web development']",high
user_6296,"['python', 'fitness', 'data science']",medium
user_6297,"['programming', 'technology']",low
user_6298,"['design', 'python', 'machine learning', 'health']",medium
user_6299,"['health', 'social media', 'python']",high
user_6300,"['health', 'food', 'business', 'web development', 'data science']",high
user_6301,"['design', 'machine learning']",high
user_6302,"['programming', 'design']",medium
user_6303,"['health', 'art', 'programming']",low
user_6304,['health'],low
user_6305,"['fitness', 'investing', 'web development', 'food']",medium
user_6306,"['marketing', 'web development', 'investing', 'fitness', 'business']",low
user_6307,['technology'],high
user_6308,['programming'],high
user_6309,['business'],medium
user_6310,"['ai', 'python', 'machine learning']",low
user_6311,"['design', 'ai', 'food', 'fitness', 'python']",high
user_6312,"['social media', 'ai', 'design']",medium
user_6313,"['technology', 'python', 'health', 'photography']",low
user_6314,"['javascript', 'technology']",medium
user_6315,"['technology', 'social media', 'art', 'finance']",high
user_6316,['marketing'],medium
user_6317,"['marketing', 'design']",medium
user_6318,"['technology', 'social media', 'fitness', 'food', 'design']",high
user_6319,"['finance', 'programming', 'art', 'travel']",medium
user_6320,"['machine learning', 'programming', 'data science', 'travel', 'startups']",medium
user_6321,['fitness'],low
user_6322,['startups'],medium
user_6323,"['javascript', 'food', 'design', 'photography']",high
user_6324,"['food', 'art', 'design', 'web development', 'data science']",low
user_6325,"['ai', 'web development']",high
user_6326,['startups'],medium
user_6327,"['marketing', 'social media', 'python', 'data science']",low
user_6328,['javascript'],high
user_6329,"['investing', 'health', 'javascript']",high
user_6330,"['programming', 'social media', 'photography', 'web development', 'data science']",high
user_6331,"['data science', 'technology', 'programming', 'art', 'startups']",high
user_6332,"['machine learning', 'design', 'finance', 'web development', 'travel']",high
user_6333,"['programming', 'machine learning']",high
user_6334,"['startups', 'marketing', 'social media']",high
user_6335,"['data science', 'technology', 'photography', 'food']",medium
user_6336,"['art', 'javascript', 'photography', 'finance', 'fitness']",low
user_6337,"['technology', 'art', 'finance']",high
user_6338,['art'],medium
user_6339,"['technology', 'fitness', 'data science', 'ai', 'social media']",high
user_6340,"['business', 'web development']",low
user_6341,"['python', 'design', 'photography', 'javascript', 'technology']",low
user_6342,"['startups', 'health', 'marketing', 'technology']",medium
user_6343,"['marketing', 'python']",medium
user_6344,"['data science', 'machine learning', 'travel', 'business', 'web development']",low
user_6345,"['startups', 'art']",high
user_6346,"['programming', 'social media']",high
user_6347,"['finance', 'design', 'fitness', 'data science']",high
user_6348,['design'],medium
user_6349,['machine learning'],low
user_6350,"['fitness', 'food', 'ai', 'machine learning']",high
user_6351,['technology'],low
user_6352,"['web development', 'health']",low
user_6353,"['social media', 'finance']",high
user_6354,"['food', 'art', 'machine learning', 'programming', 'travel']",medium
user_6355,"['finance', 'food', 'social media', 'python']",low
user_6356,"['design', 'marketing']",low
user_6357,"['food', 'design', 'python', 'social media']",high
user_6358,"['investing', 'machine learning', 'photography']",low
user_6359,"['photography', 'javascript', 'finance']",low
user_6360,['fitness'],medium
user_6361,"['marketing', 'photography']",high
user_6362,"['web development', 'food', 'business', 'travel', 'technology']",high
user_6363,"['fitness', 'data science', 'photography']",low
user_6364,"['data science', 'marketing', 'travel', 'food', 'startups']",high
user_6365,['python'],medium
user_6366,"['ai', 'design', 'fitness']",high
user_6367,"['web development', 'marketing']",high
user_6368,['python'],high
user_6369,"['business', 'technology']",high
user_6370,['ai'],low
user_6371,['photography'],low
user_6372,"['business', 'art', 'machine learning', 'technology', 'investing']",high
user_6373,"['travel', 'startups']",high
user_6374,"['art', 'food']",high
user_6375,"['business', 'social media', 'design', 'web development']",low
user_6376,"['travel', 'fitness', 'machine learning']",low
user_6377,"['javascript', 'marketing', 'web development', 'ai', 'python']",low
user_6378,['javascript'],medium
user_6379,"['design', 'web development', 'programming', 'photography']",medium
user_6380,['machine learning'],low
user_6381,"['art', 'fitness', 'photography', 'travel']",medium
user_6382,"['fitness', 'startups', 'investing', 'food', 'marketing']",high
user_6383,"['ai', 'art']",low
user_6384,"['food', 'javascript', 'photography', 'machine learning', 'art']",medium
user_6385,"['marketing', 'social media']",high
user_6386,"['marketing', 'web development']",high
user_6387,"['food', 'data science']",high
user_6388,"['food', 'python', 'finance', 'web development']",high
user_6389,['finance'],low
user_6390,"['travel', 'health', 'marketing']",low
user_6391,"['startups', 'investing', 'design', 'food']",low
user_6392,['python'],low
user_6393,"['data science', 'python']",high
user_6394,"['javascript', 'food', 'social media', 'ai', 'design']",medium
user_6395,['technology'],medium
user_6396,"['machine learning', 'web development']",medium
